Yahoo Ticker,Name,Sector,Asset Class,Location,Ticker,Exchange,Currency
KESKOB.HE,KESKO CLASS B,Consumer Staples,Equity,Finland,KESKOB,Nasdaq Omx Helsinki Ltd.,EUR
FSV.TO,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Equity,Canada,FSV,Toronto Stock Exchange,CAD
TWODF,TAYLOR WIMPEY PLC,Consumer Discretionary,Equity,United Kingdom,TWODF,London Stock Exchange,GBP
BMW3.DE,BMW PREF AG,Consumer Discretionary,Equity,Germany,BMW3,Xetra,EUR
BDEV.L,BARRATT DEVELOPMENTS,Consumer Discretionary,Equity,United Kingdom,BDEV,London Stock Exchange,GBP
NPI.TO,NORTHLAND POWER INC,Utilities,Equity,Canada,NPI,Toronto Stock Exchange,CAD
F34.SI,WILMAR INTERNATIONAL LTD,Consumer Staples,Equity,Singapore,F34,Singapore Exchange,SGD
JD.L,JD SPORTS FASHION PLC,Consumer Discretionary,Equity,United Kingdom,JD.,London Stock Exchange,GBP
X.TO,TMX GROUP LTD,Financials,Equity,Canada,X,Toronto Stock Exchange,CAD
BKG.L,BERKELEY GROUP HOLDINGS (THE) PLC,Consumer Discretionary,Equity,United Kingdom,BKG,London Stock Exchange,GBP
LUV,SOUTHWEST AIRLINES,Industrials,Equity,United States,LUV,New York Stock Exchange Inc.,USD
FOX,FOX CORP CLASS B,Communication,Equity,United States,FOX,NASDAQ,USD
SBRY.L,SAINSBURY(J) PLC,Consumer Staples,Equity,United Kingdom,SBRY,London Stock Exchange,GBP
PSN.L,PERSIMMON PLC,Consumer Discretionary,Equity,United Kingdom,PSN,London Stock Exchange,GBP
6823.HK,HKT TRUST AND HKT UNITS LTD,Communication,Equity,Hong Kong,6823,Hong Kong Exchanges And Clearing Ltd,HKD
LEG.DE,LEG IMMOBILIEN N,Real Estate,Equity,Germany,LEG,Xetra,EUR
LI.PA,KLEPIERRE REIT SA,Real Estate,Equity,France,LI,Nyse Euronext - Euronext Paris,EUR
3436.T,SUMCO CORP,Information Technology,Equity,Japan,3436,Tokyo Stock Exchange,JPY
DCC.L,DCC PLC,Industrials,Equity,United Kingdom,DCC,London Stock Exchange,GBP
FR.PA,VALEO,Consumer Discretionary,Equity,France,FR,Nyse Euronext - Euronext Paris,EUR
2269.T,MEIJI HOLDINGS LTD,Consumer Staples,Equity,Japan,2269,Tokyo Stock Exchange,JPY
ALD.AX,AMPOL LTD,Energy,Equity,Australia,ALD,Asx - All Markets,AUD
KEY.TO,KEYERA CORP,Energy,Equity,Canada,KEY,Toronto Stock Exchange,CAD
JMAT.L,JOHNSON MATTHEY PLC,Materials,Equity,United Kingdom,JMAT,London Stock Exchange,GBP
ALA.TO,ALTAGAS LTD,Utilities,Equity,Canada,ALA,Toronto Stock Exchange,CAD
ORK.OL,ORKLA,Consumer Staples,Equity,Norway,ORK,Oslo Bors Asa,NOK
WAT,WATERS CORP,Health Care,Equity,United States,WAT,New York Stock Exchange Inc.,USD
1299.HK,AIA GROUP LTD,Financials,Equity,Hong Kong,1299,Hong Kong Exchanges And Clearing Ltd,HKD
SAN.PA,SANOFI SA,Health Care,Equity,France,SAN,Nyse Euronext - Euronext Paris,EUR
ALV.DE,ALLIANZ,Financials,Equity,Germany,ALV,Xetra,EUR
6861.T,KEYENCE CORP,Information Technology,Equity,Japan,6861,Tokyo Stock Exchange,JPY
PRX.AS,PROSUS NV,Consumer Discretionary,Equity,Netherlands,PRX,Euronext Amsterdam,EUR
GLEN.L,GLENCORE PLC,Materials,Equity,United Kingdom,GLEN,London Stock Exchange,GBP
0388.HK,HONG KONG EXCHANGES AND CLEARING L,Financials,Equity,Hong Kong,388,Hong Kong Exchanges And Clearing Ltd,HKD
SAF.PA,SAFRAN SA,Industrials,Equity,France,SAF,Nyse Euronext - Euronext Paris,EUR
MUV2.DE,MUENCHENER RUECKVERSICHERUNGS-GESE,Financials,Equity,Germany,MUV2,Xetra,EUR
7974.T,NINTENDO LTD,Communication,Equity,Japan,7974,Tokyo Stock Exchange,JPY
8058.T,MITSUBISHI CORP,Industrials,Equity,Japan,8058,Tokyo Stock Exchange,JPY
PRU.L,PRUDENTIAL PLC,Financials,Equity,United Kingdom,PRU,London Stock Exchange,GBP
8031.T,MITSUI LTD,Industrials,Equity,Japan,8031,Tokyo Stock Exchange,JPY
8001.T,ITOCHU CORP,Industrials,Equity,Japan,8001,Tokyo Stock Exchange,JPY
STM.PA,STMICROELECTRONICS NV,Information Technology,Equity,France,STM,Nyse Euronext - Euronext Paris,EUR
6954.T,FANUC CORP,Industrials,Equity,Japan,6954,Tokyo Stock Exchange,JPY
4661.T,ORIENTAL LAND LTD,Consumer Discretionary,Equity,Japan,4661,Tokyo Stock Exchange,JPY
RWE.DE,RWE AG,Utilities,Equity,Germany,RWE,Xetra,EUR
8002.T,MARUBENI CORP,Industrials,Equity,Japan,8002,Tokyo Stock Exchange,JPY
FRC,FIRST REPUBLIC BANK,Financials,Equity,United States,FRC,New York Stock Exchange Inc.,USD
8591.T,ORIX CORP,Financials,Equity,Japan,8591,Tokyo Stock Exchange,JPY
SGEN,SEAGEN INC,Health Care,Equity,United States,SGEN,NASDAQ,USD
5108.T,BRIDGESTONE CORP,Consumer Discretionary,Equity,Japan,5108,Tokyo Stock Exchange,JPY
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,United States,CFG,New York Stock Exchange Inc.,USD
III.L,3I GROUP PLC,Financials,Equity,United Kingdom,III,London Stock Exchange,GBP
0669.HK,TECHTRONIC INDUSTRIES LTD,Industrials,Equity,Hong Kong,669,Hong Kong Exchanges And Clearing Ltd,HKD
VNA.DE,VONOVIA SE,Real Estate,Equity,Germany,VNA,Xetra,EUR
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,United States,EPAM,New York Stock Exchange Inc.,USD
4901.T,FUJIFILM HOLDINGS CORP,Information Technology,Equity,Japan,4901,Tokyo Stock Exchange,JPY
8053.T,SUMITOMO CORP,Industrials,Equity,Japan,8053,Tokyo Stock Exchange,JPY
SYF,SYNCHRONY FINANCIAL,Financials,Equity,United States,SYF,New York Stock Exchange Inc.,USD
LGEN.L,LEGAL AND GENERAL GROUP PLC,Financials,Equity,United Kingdom,LGEN,London Stock Exchange,GBP
CNHI.MI,CNH INDUSTRIAL NV,Industrials,Equity,Italy,CNHI,Borsa Italiana,EUR
COL.AX,COLES GROUP LTD,Consumer Staples,Equity,Australia,COL,Asx - All Markets,AUD
8801.T,MITSUI FUDOSAN LTD,Real Estate,Equity,Japan,8801,Tokyo Stock Exchange,JPY
MDB,MONGODB INC CLASS A,Information Technology,Equity,United States,MDB,NASDAQ,USD
SHL.DE,SIEMENS HEALTHINEERS AG,Health Care,Equity,Germany,SHL,Xetra,EUR
FER.MC,FERROVIAL SA,Industrials,Equity,Spain,FER,Bolsa De Madrid,EUR
6502.T,TOSHIBA CORP,Industrials,Equity,Japan,6502,Tokyo Stock Exchange,JPY
EDEN.PA,EDENRED,Information Technology,Equity,France,EDEN,Nyse Euronext - Euronext Paris,EUR
0002.HK,CLP HOLDINGS LTD,Utilities,Equity,Hong Kong,2,Hong Kong Exchanges And Clearing Ltd,HKD
4578.T,OTSUKA HOLDINGS LTD,Health Care,Equity,Japan,4578,Tokyo Stock Exchange,JPY
BAM.TO,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,Canada,BAM,Toronto Stock Exchange,CAD
BXB.AX,BRAMBLES LTD,Industrials,Equity,Australia,BXB,Asx - All Markets,AUD
INF.L,INFORMA PLC,Communication,Equity,United Kingdom,INF,London Stock Exchange,GBP
NN.AS,NN GROUP NV,Financials,Equity,Netherlands,NN,Euronext Amsterdam,EUR
5020.T,ENEOS HOLDINGS INC,Energy,Equity,Japan,5020,Tokyo Stock Exchange,JPY
9101.T,NIPPON YUSEN,Industrials,Equity,Japan,9101,Tokyo Stock Exchange,JPY
SNAP,SNAP INC CLASS A,Communication,Equity,United States,SNAP,New York Stock Exchange Inc.,USD
EXAS,EXACT SCIENCES CORP,Health Care,Equity,United States,EXAS,NASDAQ,USD
AENA.MC,AENA SME SA,Industrials,Equity,Spain,AENA,Bolsa De Madrid,EUR
U,UNITY SOFTWARE INC,Information Technology,Equity,United States,U,New York Stock Exchange Inc.,USD
SHL.AX,SONIC HEALTHCARE LTD,Health Care,Equity,Australia,SHL,Asx - All Markets,AUD
SCG.AX,SCENTRE GROUP,Real Estate,Equity,Australia,SCG,Asx - All Markets,AUD
3407.T,ASAHI KASEI CORP,Materials,Equity,Japan,3407,Tokyo Stock Exchange,JPY
COH.AX,COCHLEAR LTD,Health Care,Equity,Australia,COH,Asx - All Markets,AUD
ENT.L,ENTAIN PLC,Consumer Discretionary,Equity,United Kingdom,ENT,London Stock Exchange,GBP
JHX.AX,JAMES HARDIE INDUSTRIES CDI PLC,Materials,Equity,Australia,JHX,Asx - All Markets,AUD
KRX.IR,KINGSPAN GROUP PLC,Industrials,Equity,Ireland,KRX,Irish Stock Exchange - All Market,EUR
IMCD.AS,IMCD NV,Industrials,Equity,Netherlands,IMCD,Euronext Amsterdam,EUR
9104.T,MITSUI OSK LINES LTD,Industrials,Equity,Japan,9104,Tokyo Stock Exchange,JPY
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Equity,United States,FCNCA,NASDAQ,USD
3402.T,TORAY INDUSTRIES INC,Materials,Equity,Japan,3402,Tokyo Stock Exchange,JPY
9962.T,MISUMI GROUP INC,Industrials,Equity,Japan,9962,Tokyo Stock Exchange,JPY
1997.HK,WHARF REAL ESTATE INVESTMENT COMPA,Real Estate,Equity,Hong Kong,1997,Hong Kong Exchanges And Clearing Ltd,HKD
2267.T,YAKULT HONSHA LTD,Consumer Staples,Equity,Japan,2267,Tokyo Stock Exchange,JPY
8830.T,SUMITOMO REALTY & DEVELOPMENT LTD,Real Estate,Equity,Japan,8830,Tokyo Stock Exchange,JPY
Z,ZILLOW GROUP INC CLASS C,Real Estate,Equity,United States,Z,NASDAQ,USD
ROKU,ROKU INC CLASS A,Communication,Equity,United States,ROKU,NASDAQ,USD
9531.T,TOKYO GAS LTD,Utilities,Equity,Japan,9531,Tokyo Stock Exchange,JPY
TRYG.CO,TRYG,Financials,Equity,Denmark,TRYG,Omx Nordic Exchange Copenhagen A/S,DKK
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,United States,COIN,NASDAQ,USD
DBX,DROPBOX INC CLASS A,Information Technology,Equity,United States,DBX,NASDAQ,USD
NVCR,NOVOCURE LTD,Health Care,Equity,United States,NVCR,NASDAQ,USD
8015.T,TOYOTA TSUSHO CORP,Industrials,Equity,Japan,8015,Tokyo Stock Exchange,JPY
NWSA,NEWS CORP CLASS A,Communication,Equity,United States,NWSA,NASDAQ,USD
ZI,ZOOMINFO TECHNOLOGIES INC,Communication,Equity,United States,ZI,NASDAQ,USD
6988.T,NITTO DENKO CORP,Materials,Equity,Japan,6988,Tokyo Stock Exchange,JPY
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Equity,United States,BSY,NASDAQ,USD
MRO.L,MELROSE INDUSTRIES PLC,Industrials,Equity,United Kingdom,MRO,London Stock Exchange,GBP
TWE.AX,TREASURY WINE ESTATES LTD,Consumer Staples,Equity,Australia,TWE,Asx - All Markets,AUD
EQT.ST,EQT,Financials,Equity,Sweden,EQT,Nasdaq Omx Nordic,SEK
AUTO.L,AUTO TRADER GROUP PLC,Communication,Equity,United Kingdom,AUTO,London Stock Exchange,GBP
AIA.NZ,AUCKLAND INTERNATIONAL AIRPORT LTD,Industrials,Equity,New Zealand,AIA,New Zealand Exchange Ltd,NZD
J36.SI,JARDINE MATHESON HOLDINGS LTD,Industrials,Equity,Hong Kong,J36,Singapore Exchange,HKD
TELIA.ST,TELIA COMPANY,Communication,Equity,Sweden,TELIA,Nasdaq Omx Nordic,SEK
9532.T,OSAKA GAS LTD,Utilities,Equity,Japan,9532,Tokyo Stock Exchange,JPY
AZPN,ASPEN TECHNOLOGY INC,Information Technology,Equity,United States,AZPN,NASDAQ,USD
1801.T,TAISEI CORP,Industrials,Equity,Japan,1801,Tokyo Stock Exchange,JPY
7911.T,TOPPAN PRINTING INC,Industrials,Equity,Japan,7911,Tokyo Stock Exchange,JPY
C6L.SI,SINGAPORE AIRLINES LTD,Industrials,Equity,Singapore,C6L,Singapore Exchange,SGD
WTC.AX,WISETECHGLOBAL PTY LTD,Information Technology,Equity,Australia,WTC,Asx - All Markets,AUD
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,United States,ELAN,New York Stock Exchange Inc.,USD
H78.SI,HONGKONG LAND HOLDINGS LTD,Real Estate,Equity,Hong Kong,H78,Singapore Exchange,HKD
1878.T,DAITO TRUST CONSTRUCTION LTD,Real Estate,Equity,Japan,1878,Tokyo Stock Exchange,JPY
SEK.AX,SEEK LTD,Communication,Equity,Australia,SEK,Asx - All Markets,AUD
5411.T,JFE HOLDINGS INC,Materials,Equity,Japan,5411,Tokyo Stock Exchange,JPY
PST.MI,POSTE ITALIANE,Financials,Equity,Italy,PST,Borsa Italiana,EUR
EDPR.LS,EDP RENOVAVEIS SA,Utilities,Equity,Portugal,EDPR,Nyse Euronext - Euronext Lisbon,EUR
9005.T,TOKYU CORP,Industrials,Equity,Japan,9005,Tokyo Stock Exchange,JPY
VCX.AX,VICINITY CENTRES,Real Estate,Equity,Australia,VCX,Asx - All Markets,AUD
4005.T,SUMITOMO CHEMICAL LTD,Materials,Equity,Japan,4005,Tokyo Stock Exchange,JPY
NTGY.MC,NATURGY ENERGY SA,Utilities,Equity,Spain,NTGY,Bolsa De Madrid,EUR
ADM.L,ADMIRAL GROUP PLC,Financials,Equity,United Kingdom,ADM,London Stock Exchange,GBP
URW.AS,ARCELORMITTAL SA,Materials,Equity,Netherlands,MT,Euronext Amsterdam,EUR
8604.T,NOMURA HOLDINGS INC,Financials,Equity,Japan,8604,Tokyo Stock Exchange,JPY
8309.T,SUMITOMO MITSUI TRUST HOLDINGS INC,Financials,Equity,Japan,8309,Tokyo Stock Exchange,JPY
8308.T,RESONA HOLDINGS INC,Financials,Equity,Japan,8308,Tokyo Stock Exchange,JPY
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,United States,WYNN,NASDAQ,USD
BT-A.L,BT GROUP PLC,Communication,Equity,United Kingdom,BT.A,London Stock Exchange,GBP
1925.T,DAIWA HOUSE INDUSTRY LTD,Real Estate,Equity,Japan,1925,Tokyo Stock Exchange,JPY
WLN.PA,WORLDLINE SA,Information Technology,Equity,France,WLN,Nyse Euronext - Euronext Paris,EUR
5802.T,SUMITOMO ELECTRIC INDUSTRIES LTD,Consumer Discretionary,Equity,Japan,5802,Tokyo Stock Exchange,JPY
1928.T,SEKISUI HOUSE LTD,Consumer Discretionary,Equity,Japan,1928,Tokyo Stock Exchange,JPY
SRG.MI,SNAM,Utilities,Equity,Italy,SRG,Borsa Italiana,EUR
INVE-A.ST,INVESTOR CLASS A,Financials,Equity,Sweden,INVE A,Nasdaq Omx Nordic,SEK
7701.T,SHIMADZU CORP,Information Technology,Equity,Japan,7701,Tokyo Stock Exchange,JPY
6146.T,DISCO CORP,Information Technology,Equity,Japan,6146,Tokyo Stock Exchange,JPY
PLS.AX,PILBARA MINERALS LTD,Materials,Equity,Australia,PLS,Asx - All Markets,AUD
ACS.MC,ACS ACTIVIDADES DE CONSTRUCCION Y,Industrials,Equity,Spain,ACS,Bolsa De Madrid,EUR
9CI.SI,CAPITALAND INVESTMENT LTD,Real Estate,Equity,Singapore,9CI,Singapore Exchange,SGD
FORTUM.HE,FORTUM,Utilities,Equity,Finland,FORTUM,Nasdaq Omx Helsinki Ltd.,EUR
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,United States,RIVN,NASDAQ,USD
EDV.AX,ENDEAVOUR GROUP LTD,Consumer Staples,Equity,Australia,EDV,Asx - All Markets,AUD
NEXI.MI,NEXI,Information Technology,Equity,Italy,NEXI,Borsa Italiana,EUR
9064.T,YAMATO HOLDINGS LTD,Industrials,Equity,Japan,9064,Tokyo Stock Exchange,JPY
AFX.DE,CARL ZEISS MEDITEC AG,Health Care,Equity,Germany,AFX,Xetra,EUR
1876.HK,BUDWEISER BREWING COMPANY APAC LTD,Consumer Staples,Equity,Hong Kong,1876,Hong Kong Exchanges And Clearing Ltd,HKD
K.TO,KINROSS GOLD CORP,Materials,Equity,Canada,K,Toronto Stock Exchange,CAD
WFG.TO,WEST FRASER TIMBER LTD,Materials,Equity,Canada,WFG,Toronto Stock Exchange,CAD
8306.T,MITSUBISHI UFJ FINANCIAL GROUP INC,Financials,Equity,Japan,8306,Tokyo Stock Exchange,JPY
BNP.PA,BNP PARIBAS SA,Financials,Equity,France,BNP,Nyse Euronext - Euronext Paris,EUR
8316.T,SUMITOMO MITSUI FINANCIAL GROUP IN,Financials,Equity,Japan,8316,Tokyo Stock Exchange,JPY
ABI.BR,ANHEUSER-BUSCH INBEV SA,Consumer Staples,Equity,Belgium,ABI,Nyse Euronext - Euronext Brussels,EUR
MQG.AX,MACQUARIE GROUP LTD DEF,Financials,Equity,Australia,MQG,Asx - All Markets,AUD
ANZ.AX,AUSTRALIA AND NEW ZEALAND BANKING,Financials,Equity,Australia,ANZ,Asx - All Markets,AUD
8411.T,MIZUHO FINANCIAL GROUP INC,Financials,Equity,Japan,8411,Tokyo Stock Exchange,JPY
INVE-B.ST,INVESTOR CLASS B,Financials,Equity,Sweden,INVE B,Nasdaq Omx Nordic,SEK
DB1.DE,DEUTSCHE BOERSE AG,Financials,Equity,Germany,DB1,Xetra,EUR
RACE.MI,FERRARI NV,Consumer Discretionary,Equity,Italy,RACE,Borsa Italiana,EUR
SREN.SW,SWISS RE AG,Financials,Equity,Switzerland,SREN,SIX Swiss Exchange,CHF
6273.T,SMC (JAPAN) CORP,Industrials,Equity,Japan,6273,Tokyo Stock Exchange,JPY
FLTR.IR,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,Equity,Ireland,FLTR,Irish Stock Exchange - All Market,EUR
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,United States,ALNY,NASDAQ,USD
GEHC,GE HEALTHCARE TECHNOLOGIES,Health Care,Equity,United States,GEHC,NASDAQ,USD
GMAB.CO,GENMAB,Health Care,Equity,Denmark,GMAB,Omx Nordic Exchange Copenhagen A/S,DKK
8750.T,DAI-ICHI LIFE HOLDINGS INC,Financials,Equity,Japan,8750,Tokyo Stock Exchange,JPY
6723.T,RENESAS ELECTRONICS CORP,Information Technology,Equity,Japan,6723,Tokyo Stock Exchange,JPY
NWG.L,NATWEST GROUP PLC,Financials,Equity,United Kingdom,NWG,London Stock Exchange,GBP
SPLK,SPLUNK INC,Information Technology,Equity,United States,SPLK,NASDAQ,USD
SIVB,SVB FINANCIAL GROUP,Financials,Equity,United States,SIVB,NASDAQ,USD
DTG.DE,DAIMLER TRUCK HOLDING E AG,Industrials,Equity,Germany,DTG,Xetra,EUR
ETSY,ETSY INC,Consumer Discretionary,Equity,United States,ETSY,NASDAQ,USD
AV.L,AVIVA PLC,Financials,Equity,United Kingdom,AV.,London Stock Exchange,GBP
RBLX,ROBLOX CORP CLASS A,Communication,Equity,United States,RBLX,New York Stock Exchange Inc.,USD
4204.T,SEKISUI CHEMICAL LTD,Consumer Discretionary,Equity,Japan,4204,Tokyo Stock Exchange,JPY
5938.T,LIXIL CORP,Industrials,Equity,Japan,5938,Tokyo Stock Exchange,JPY
4704.T,TREND MICRO INC,Information Technology,Equity,Japan,4704,Tokyo Stock Exchange,JPY
ICL.TA,ICL GROUP LTD,Materials,Equity,Israel,ICL,Tel Aviv Stock Exchange,ILS
1812.T,KAJIMA CORP,Industrials,Equity,Japan,1812,Tokyo Stock Exchange,JPY
9041.T,KINTETSU GROUP HOLDINGS LTD,Industrials,Equity,Japan,9041,Tokyo Stock Exchange,JPY
ORNBV.HE,ORION CLASS B,Health Care,Equity,Finland,ORNBV,Nasdaq Omx Helsinki Ltd.,EUR
GETI-B.ST,GETINGE B,Health Care,Equity,Sweden,GETI B,Nasdaq Omx Nordic,SEK
ANA.MC,ACCIONA SA,Utilities,Equity,Spain,ANA,Bolsa De Madrid,EUR
TOST,TOAST INC CLASS A,Information Technology,Equity,United States,TOST,New York Stock Exchange Inc.,USD
BOL.PA,BOLLORE,Communication,Equity,France,BOL,Nyse Euronext - Euronext Paris,EUR
WRT1V.HE,WARTSILA,Industrials,Equity,Finland,WRT1V,Nasdaq Omx Helsinki Ltd.,EUR
LIFCO-B.ST,LIFCO CLASS B,Industrials,Equity,Sweden,LIFCO B,Nasdaq Omx Nordic,SEK
6963.T,ROHM LTD,Information Technology,Equity,Japan,6963,Tokyo Stock Exchange,JPY
8951.T,NIPPON BUILDING FUND REIT INC,Real Estate,Equity,Japan,8951,Tokyo Stock Exchange,JPY
3462.T,NOMURA REAL ESTATE MASTER FUND REI,Real Estate,Equity,Japan,3462,Tokyo Stock Exchange,JPY
KBX.DE,KNORR BREMSE AG,Industrials,Equity,Germany,KBX,Xetra,EUR
0019.HK,SWIRE PACIFIC LTD A,Real Estate,Equity,Hong Kong,19,Hong Kong Exchanges And Clearing Ltd,HKD
V03.SI,VENTURE CORPORATION LTD,Information Technology,Equity,Singapore,V03,Singapore Exchange,SGD
WDP.BR,WAREHOUSES DE PAUW NV,Real Estate,Equity,Belgium,WDP,Nyse Euronext - Euronext Brussels,EUR
6724.T,SEIKO EPSON CORP,Information Technology,Equity,Japan,6724,Tokyo Stock Exchange,JPY
3064.T,MONOTARO LTD,Industrials,Equity,Japan,3064,Tokyo Stock Exchange,JPY
8952.T,JAPAN REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,Japan,8952,Tokyo Stock Exchange,JPY
3281.T,GLP J-REIT REIT,Real Estate,Equity,Japan,3281,Tokyo Stock Exchange,JPY
1038.HK,CHEUNG KONG INFRASTRUCTURE HOLDING,Utilities,Equity,Hong Kong,1038,Hong Kong Exchanges And Clearing Ltd,HKD
4755.T,RAKUTEN GROUP INC,Consumer Discretionary,Equity,Japan,4755,Tokyo Stock Exchange,JPY
ABDN.L,ABRDN PLC,Financials,Equity,United Kingdom,ABDN,London Stock Exchange,GBP
LCID,LUCID GROUP INC,Consumer Discretionary,Equity,United States,LCID,NASDAQ,USD
TSEM.TA,TOWER SEMICONDUCTOR LTD,Information Technology,Equity,Israel,TSEM,Tel Aviv Stock Exchange,ILS
5333.T,NGK INSULATORS LTD,Industrials,Equity,Japan,5333,Tokyo Stock Exchange,JPY
SECU-B.ST,SECURITAS B,Industrials,Equity,Sweden,SECU B,Nasdaq Omx Nordic,SEK
ESLT.TA,ELBIT SYSTEMS LTD,Industrials,Equity,Israel,ESLT,Tel Aviv Stock Exchange,ILS
9007.T,ODAKYU ELECTRIC RAILWAY LTD,Industrials,Equity,Japan,9007,Tokyo Stock Exchange,JPY
4042.T,TOSOH CORP,Materials,Equity,Japan,4042,Tokyo Stock Exchange,JPY
QAN.AX,QANTAS AIRWAYS LTD,Industrials,Equity,Australia,QAN,Asx - All Markets,AUD
4021.T,NISSAN CHEMICAL CORP,Materials,Equity,Japan,4021,Tokyo Stock Exchange,JPY
CHWY,CHEWY INC CLASS A,Consumer Discretionary,Equity,United States,CHWY,New York Stock Exchange Inc.,USD
ADP.PA,AEROPORTS DE PARIS SA,Industrials,Equity,France,ADP,Nyse Euronext - Euronext Paris,EUR
1802.T,OBAYASHI CORP,Industrials,Equity,Japan,1802,Tokyo Stock Exchange,JPY
GRAB,GRAB HOLDINGS LTD CLASS A,Industrials,Equity,Singapore,GRAB,NASDAQ,SGD
4751.T,CYBER AGENT INC,Communication,Equity,Japan,4751,Tokyo Stock Exchange,JPY
SOBI.ST,SWEDISH ORPHAN BIOVITRUM,Health Care,Equity,Sweden,SOBI,Nasdaq Omx Nordic,SEK
FDJ.PA,LA FRANCAISE DES JEUX SA,Consumer Discretionary,Equity,France,FDJ,Nyse Euronext - Euronext Paris,EUR
1821.HK,ESR CAYMAN LTD,Real Estate,Equity,Hong Kong,1821,Hong Kong Exchanges And Clearing Ltd,HKD
SOF.BR,SOFINA SA,Financials,Equity,Belgium,SOF,Nyse Euronext - Euronext Brussels,EUR
GJF.OL,GJENSIDIGE FORSIKRING,Financials,Equity,Norway,GJF,Oslo Bors Asa,NOK
LUND-B.ST,LUNDBERGFORETAGEN CLASS B,Financials,Equity,Sweden,LUND B,Nasdaq Omx Nordic,SEK
7912.T,DAI NIPPON PRINTING LTD,Industrials,Equity,Japan,7912,Tokyo Stock Exchange,JPY
BALD-B.ST,FASTIGHETS BALDER CLASS B,Real Estate,Equity,Sweden,BALD B,Nasdaq Omx Nordic,SEK
2127.T,NIHON M&A CENTER HOLDINGS INC,Industrials,Equity,Japan,2127,Tokyo Stock Exchange,JPY
3861.T,OJI HOLDINGS CORP,Materials,Equity,Japan,3861,Tokyo Stock Exchange,JPY
ANE.MC,CORPORACION ACCIONA ENERGIAS RENOV,Utilities,Equity,Spain,ANE,Bolsa De Madrid,EUR
BEZQ.TA,BEZEQ ISRAELI TELECOMMUNICATION CO,Communication,Equity,Israel,BEZQ,Tel Aviv Stock Exchange,ILS
SALM.OL,SALMAR,Consumer Staples,Equity,Norway,SALM,Oslo Bors Asa,NOK
MF.PA,WENDEL,Financials,Equity,France,MF,Nyse Euronext - Euronext Paris,EUR
VOLCAR-B.ST,VOLVO CAR CLASS B,Consumer Discretionary,Equity,Sweden,VOLCAR B,Nasdaq Omx Nordic,SEK
5019.T,IDEMITSU KOSAN LTD,Energy,Equity,Japan,5019,Tokyo Stock Exchange,JPY
8593.T,MITSUBISHI HC CAPITAL INC,Financials,Equity,Japan,8593,Tokyo Stock Exchange,JPY
OCI.AS,OCI NV,Materials,Equity,Netherlands,OCI,Euronext Amsterdam,EUR
5332.T,TOTO LTD,Industrials,Equity,Japan,5332,Tokyo Stock Exchange,JPY
RF.PA,EURAZEO,Financials,Equity,France,RF,Nyse Euronext - Euronext Paris,EUR
AT1.DE,AROUNDTOWN SA,Real Estate,Equity,Germany,AT1,Xetra,EUR
6370.T,KURITA WATER INDUSTRIES LTD,Industrials,Equity,Japan,6370,Tokyo Stock Exchange,JPY
C09.SI,CITY DEVELOPMENTS LTD,Real Estate,Equity,Singapore,C09,Singapore Exchange,SGD
AFRM,AFFIRM HOLDINGS INC CLASS A,Information Technology,Equity,United States,AFRM,NASDAQ,USD
9001.T,TOBU RAILWAY LTD,Industrials,Equity,Japan,9001,Tokyo Stock Exchange,JPY
AZRG.TA,AZRIELI GROUP LTD,Real Estate,Equity,Israel,AZRG,Tel Aviv Stock Exchange,ILS
3769.T,GMO PAYMENT GATEWAY INC,Information Technology,Equity,Japan,3769,Tokyo Stock Exchange,JPY
7259.T,AISIN CORP,Consumer Discretionary,Equity,Japan,7259,Tokyo Stock Exchange,JPY
9684.T,SQUARE ENIX HLDG LTD,Communication,Equity,Japan,9684,Tokyo Stock Exchange,JPY
0868.HK,XINYI GLASS HOLDINGS LTD,Industrials,Equity,Hong Kong,868,Hong Kong Exchanges And Clearing Ltd,HKD
U14.SI,UOL GROUP LTD,Real Estate,Equity,Singapore,U14,Singapore Exchange,SGD
C07.SI,JARDINE CYCLE AND CARRIAGE LTD,Industrials,Equity,Singapore,C07,Singapore Exchange,SGD
9602.T,TOHO (TOKYO) LTD,Communication,Equity,Japan,9602,Tokyo Stock Exchange,JPY
7747.T,ASAHI INTECC LTD,Health Care,Equity,Japan,7747,Tokyo Stock Exchange,JPY
6465.T,HOSHIZAKI CORP,Industrials,Equity,Japan,6465,Tokyo Stock Exchange,JPY
3038.T,KOBE BUSSAN LTD,Consumer Staples,Equity,Japan,3038,Tokyo Stock Exchange,JPY
